Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,Number,Percent of Households,Notes Number,Notes Percent of Households
2013-17,Neighborhood (NTA),Bronx, Eastchester-Edenwald-Baychester,503,Crowding (> 1 person/room),"1,312",11.2,,
2013-17,Neighborhood (NTA),Queens, Elmhurst,8129,Crowding (> 1 person/room),"5,438",20.7,,
2013-17,Neighborhood (NTA),Queens, Elmhurst-Maspeth,8150,Crowding (> 1 person/room),"1,206",15.4,,
2013-17,Neighborhood (NTA),Brooklyn, Erasmus,4795,Crowding (> 1 person/room),"1,208",11.9,,
2013-17,Neighborhood (NTA),Queens, Far Rockaway-Bayswater,8115,Crowding (> 1 person/room),"1,714",10.1,,
2013-17,Neighborhood (NTA),Brooklyn, Flatbush,4742,Crowding (> 1 person/room),"5,656",14.7,,
2013-17,Neighborhood (NTA),Brooklyn, Flatlands,4758,Crowding (> 1 person/room),"2,055",8.9,,
2013-17,Neighborhood (NTA),Queens, Flushing,8122,Crowding (> 1 person/room),"3,729",14.2,,
2013-17,Neighborhood (NTA),Bronx, Fordham South,540,Crowding (> 1 person/room),"1,919",21.6,,
2013-17,Neighborhood (NTA),Queens, Forest Hills,8117,Crowding (> 1 person/room),"2,538",6.4,,
2013-17,Neighborhood (NTA),Brooklyn, Fort Greene,4768,Crowding (> 1 person/room),767,6,,
2013-17,Neighborhood (NTA),Queens, Fresh Meadows-Utopia,8141,Crowding (> 1 person/room),550,8.3,,
2013-17,Neighborhood (NTA),Queens, Ft. Totten-Bay Terrace-Clearview,8147,Crowding (> 1 person/room),186,1.9,,
2013-17,Neighborhood (NTA),Brooklyn, Georgetown-Marine Park-Bergen Beach-Mill Basin,4745,Crowding (> 1 person/room),921,5.5,,
2013-17,Neighborhood (NTA),Queens, Glen Oaks-Floral Park-New Hyde Park,8144,Crowding (> 1 person/room),182,2,,
2013-17,Neighborhood (NTA),Queens, Glendale,8119,Crowding (> 1 person/room),410,3.5,,
2013-17,Neighborhood (NTA),Manhattan, Gramercy,6121,Crowding (> 1 person/room),552,3.9,,
2013-17,Neighborhood (NTA),Staten Island, Grasmere-Arrochar-Ft. Wadsworth,8514,Crowding (> 1 person/room),346,6.1,,
2013-17,Neighborhood (NTA),Brooklyn, Gravesend,4726,Crowding (> 1 person/room),"1,028",9,,
2013-17,Neighborhood (NTA),Staten Island, Great Kills,8554,Crowding (> 1 person/room),271,1.8,,
2013-17,Neighborhood (NTA),Brooklyn, Greenpoint,4776,Crowding (> 1 person/room),682,4.2,,
2013-17,Neighborhood (NTA),Staten Island, Grymes Hill-Clifton-Fox Hills,8508,Crowding (> 1 person/room),286,3.8,,
2013-17,Neighborhood (NTA),Manhattan, Hamilton Heights,6104,Crowding (> 1 person/room),"1,661",8.5,,
2013-17,Neighborhood (NTA),Queens, Hammels-Arverne-Edgemere,8112,Crowding (> 1 person/room),892,6.7,,
2013-17,Neighborhood (NTA),Bronx, Highbridge,526,Crowding (> 1 person/room),"2,135",15.9,,
2013-17,Neighborhood (NTA),Queens, Hollis,8107,Crowding (> 1 person/room),621,10.1,,
2013-17,Neighborhood (NTA),Brooklyn, Homecrest,4725,Crowding (> 1 person/room),"1,905",12.3,,
2013-17,Neighborhood (NTA),Manhattan, Hudson Yards-Chelsea-Flatiron-Union Square,6113,Crowding (> 1 person/room),"1,767",4.1,,
2013-17,Neighborhood (NTA),Queens, Hunters Point-Sunnyside-West Maspeth,8131,Crowding (> 1 person/room),"2,679",9.3,,
2013-17,Neighborhood (NTA),Bronx, Hunts Point,527,Crowding (> 1 person/room),"1,104",13.1,,
2013-17,Neighborhood (NTA),Queens, Jackson Heights,8128,Crowding (> 1 person/room),"4,822",13.4,,
2013-17,Neighborhood (NTA),Queens, Jamaica,8161,Crowding (> 1 person/room),"3,626",22.9,,
2013-17,Neighborhood (NTA),Queens, Jamaica Estates-Holliswood,8106,Crowding (> 1 person/room),807,8.7,,
2013-17,Neighborhood (NTA),Brooklyn, Kensington-Ocean Parkway,4741,Crowding (> 1 person/room),"2,082",17,,
2013-17,Neighborhood (NTA),Queens, Kew Gardens,8160,Crowding (> 1 person/room),918,9,,
2013-17,Neighborhood (NTA),Queens, Kew Gardens Hills,8137,Crowding (> 1 person/room),"1,252",9.5,,
2013-17,Neighborhood (NTA),Bronx, Kingsbridge Heights,530,Crowding (> 1 person/room),"1,758",15.9,,
2013-17,Neighborhood (NTA),Queens, Laurelton,8166,Crowding (> 1 person/room),300,3.7,,
2013-17,Neighborhood (NTA),Manhattan, Lenox Hill-Roosevelt Island,6131,Crowding (> 1 person/room),"2,185",5.1,,
2013-17,Neighborhood (NTA),Manhattan, Lincoln Square,6114,Crowding (> 1 person/room),"1,162",3.5,,
2013-17,Neighborhood (NTA),Queens, Lindenwood-Howard Beach,8157,Crowding (> 1 person/room),336,3.2,,
2013-17,Neighborhood (NTA),Bronx, Longwood,533,Crowding (> 1 person/room),"1,166",12.8,,
2013-17,Neighborhood (NTA),Manhattan, Lower East Side,6128,Crowding (> 1 person/room),"1,603",5,,
2013-17,Neighborhood (NTA),Brooklyn, Madison,4744,Crowding (> 1 person/room),"1,392",9.3,,
2013-17,Neighborhood (NTA),Manhattan, Manhattanville,6106,Crowding (> 1 person/room),694,8.2,,
2013-17,Neighborhood (NTA),Manhattan, Marble Hill-Inwood,6101,Crowding (> 1 person/room),"2,815",14.3,,
2013-17,Neighborhood (NTA),Staten Island, Mariner's Harbor-Arlington-Port Ivory-Graniteville,8512,Crowding (> 1 person/room),876,8.6,,
2013-17,Neighborhood (NTA),Queens, Maspeth,8130,Crowding (> 1 person/room),819,7.5,,
2013-17,Neighborhood (NTA),Bronx, Melrose South-Mott Haven North,534,Crowding (> 1 person/room),"1,669",11.5,,
2013-17,Neighborhood (NTA),Queens, Middle Village,8121,Crowding (> 1 person/room),574,3.9,,
2013-17,Neighborhood (NTA),Manhattan, Midtown-Midtown South,6117,Crowding (> 1 person/room),629,4.1,,
2013-17,Neighborhood (NTA),Brooklyn, Midwood,4743,Crowding (> 1 person/room),"2,291",12.2,,
2013-17,Neighborhood (NTA),Manhattan, Morningside Heights,6109,Crowding (> 1 person/room),551,2.9,,
2013-17,Neighborhood (NTA),Bronx, Morrisania-Melrose,535,Crowding (> 1 person/room),"1,912",13.7,,
2013-17,Neighborhood (NTA),Bronx, Mott Haven-Port Morris,539,Crowding (> 1 person/room),"2,201",13.1,,
2013-17,Neighborhood (NTA),Bronx, Mount Hope,541,Crowding (> 1 person/room),"3,421",19.9,,
2013-17,Neighborhood (NTA),Queens, Murray Hill,8151,Crowding (> 1 person/room),"1,682",9.5,,
2013-17,Neighborhood (NTA),Manhattan, Murray Hill-Kips Bay,6120,Crowding (> 1 person/room),"1,412",5.4,,
2013-17,Neighborhood (NTA),Staten Island, New Brighton-Silver Lake,8535,Crowding (> 1 person/room),249,4.1,,
2013-17,Neighborhood (NTA),Staten Island, New Dorp-Midland Beach,8545,Crowding (> 1 person/room),291,3.8,,
2013-17,Neighborhood (NTA),Staten Island, New Springville-Bloomfield-Travis,8505,Crowding (> 1 person/room),752,5.5,,
2013-17,Neighborhood (NTA),Queens, North Corona,8126,Crowding (> 1 person/room),"4,235",35.5,,
2013-17,Neighborhood (NTA),Bronx, North Riverdale-Fieldston-Riverdale,522,Crowding (> 1 person/room),393,3.6,,
2013-17,Neighborhood (NTA),Brooklyn, North Side-South Side,4773,Crowding (> 1 person/room),"1,749",7.3,,
2013-17,Neighborhood (NTA),Bronx, Norwood,543,Crowding (> 1 person/room),"2,935",19.9,,
2013-17,Neighborhood (NTA),Queens, Oakland Gardens,8142,Crowding (> 1 person/room),456,4.1,,
2013-17,Neighborhood (NTA),Staten Island, Oakwood-Oakwood Beach,8525,Crowding (> 1 person/room),186,2.4,,
2013-17,Neighborhood (NTA),Brooklyn, Ocean Hill,4779,Crowding (> 1 person/room),"1,079",8.3,,
2013-17,Neighborhood (NTA),Brooklyn, Ocean Parkway South,4746,Crowding (> 1 person/room),748,10.9,,
2013-17,Neighborhood (NTA),Queens, Old Astoria,8171,Crowding (> 1 person/room),895,8,,
2013-17,Neighborhood (NTA),Staten Island, Old Town-Dongan Hills-South Beach,8536,Crowding (> 1 person/room),407,4.7,,
2013-17,Neighborhood (NTA),Queens, Ozone Park,8156,Crowding (> 1 person/room),542,7.8,,
2013-17,Neighborhood (NTA),Brooklyn, Park Slope-Gowanus,4737,Crowding (> 1 person/room),"1,336",4.3,,
2013-17,Neighborhood (NTA),Bronx, Parkchester,546,Crowding (> 1 person/room),"1,372",10.8,,
2013-17,Neighborhood (NTA),Bronx, Pelham Bay-Country Club-City Island,510,Crowding (> 1 person/room),594,5.2,,
2013-17,Neighborhood (NTA),Bronx, Pelham Parkway,549,Crowding (> 1 person/room),"1,051",9.3,,
2013-17,Neighborhood (NTA),Queens, Pomonok-Flushing Heights-Hillcrest,8138,Crowding (> 1 person/room),886,7.3,,
2013-17,Neighborhood (NTA),Staten Island, Port Richmond,8528,Crowding (> 1 person/room),304,4.7,,
2013-17,Neighborhood (NTA),Brooklyn, Prospect Heights,4764,Crowding (> 1 person/room),343,3.6,,
2013-17,Neighborhood (NTA),Brooklyn, Prospect Lefferts Gardens-Wingate,4760,Crowding (> 1 person/room),"2,680",10.1,,
2013-17,Neighborhood (NTA),Queens, Queens Village,8134,Crowding (> 1 person/room),893,5.8,,
2013-17,Neighborhood (NTA),Queens, Queensboro Hill,8162,Crowding (> 1 person/room),781,13.1,,
2013-17,Neighborhood (NTA),Queens, Queensbridge-Ravenswood-Long Island City,8168,Crowding (> 1 person/room),653,8.3,,
2013-17,Neighborhood (NTA),Queens, Rego Park,8118,Crowding (> 1 person/room),"1,096",8.9,,
2013-17,Neighborhood (NTA),Queens, Richmond Hill,8154,Crowding (> 1 person/room),"1,990",11.4,,
2013-17,Neighborhood (NTA),Queens, Ridgewood,8120,Crowding (> 1 person/room),"1,844",7.6,,
2013-17,Neighborhood (NTA),Queens, Rosedale,8105,Crowding (> 1 person/room),448,5.9,,
2013-17,Neighborhood (NTA),Staten Island, Rossville-Woodrow,8532,Crowding (> 1 person/room),55,0.7,,
2013-17,Neighborhood (NTA),Brooklyn, Rugby-Remsen Village,4796,Crowding (> 1 person/room),"1,419",6.8,,
2013-17,Neighborhood (NTA),Bronx, Schuylerville-Throgs Neck-Edgewater Park,552,Crowding (> 1 person/room),709,4.3,,
2013-17,Neighborhood (NTA),Brooklyn, Seagate-Coney Island,4721,Crowding (> 1 person/room),772,6.9,,
2013-17,Neighborhood (NTA),Brooklyn, Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4717,Crowding (> 1 person/room),"2,039",7.8,,
2013-17,Neighborhood (NTA),Manhattan, SoHo-TriBeCa-Civic Center-Little Italy,6124,Crowding (> 1 person/room),"1,349",6.8,,
2013-17,Neighborhood (NTA),Bronx, Soundview-Bruckner,555,Crowding (> 1 person/room),"1,882",16,,
2013-17,Neighborhood (NTA),Bronx, Soundview-Castle Hill-Clason Point-Harding Park,509,Crowding (> 1 person/room),"1,401",7.3,,
2013-17,Neighborhood (NTA),Queens, South Jamaica,8101,Crowding (> 1 person/room),997,8.2,,
2013-17,Neighborhood (NTA),Queens, South Ozone Park,8155,Crowding (> 1 person/room),"2,166",9.9,,
2013-17,Neighborhood (NTA),Queens, Springfield Gardens North,8102,Crowding (> 1 person/room),137,1.3,,
2013-17,Neighborhood (NTA),Queens, Springfield Gardens South-Brookville,8103,Crowding (> 1 person/room),520,8.8,,
2013-17,Neighborhood (NTA),Bronx, Spuyten Duyvil-Kingsbridge,529,Crowding (> 1 person/room),780,5.8,,
2013-17,Neighborhood (NTA),Queens, St. Albans,8108,Crowding (> 1 person/room),872,5.6,,
2013-17,Neighborhood (NTA),Staten Island, Stapleton-Rosebank,8537,Crowding (> 1 person/room),742,7.8,,
2013-17,Neighborhood (NTA),Brooklyn, Starrett City,4793,Crowding (> 1 person/room),105,1.6,,
2013-17,Neighborhood (NTA),Queens, Steinway,8172,Crowding (> 1 person/room),"1,154",5.9,,
2013-17,Neighborhood (NTA),Brooklyn, Stuyvesant Heights,4735,Crowding (> 1 person/room),"1,432",5.6,,
2013-17,Neighborhood (NTA),Manhattan, Stuyvesant Town-Cooper Village,6150,Crowding (> 1 person/room),429,4.1,,
2013-17,Neighborhood (NTA),Brooklyn, Sunset Park East,4734,Crowding (> 1 person/room),"5,139",26.2,,
2013-17,Neighborhood (NTA),Brooklyn, Sunset Park West,4732,Crowding (> 1 person/room),"3,453",20.7,,
2013-17,Neighborhood (NTA),Staten Island, Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,8524,Crowding (> 1 person/room),401,3.5,,
2013-17,Neighborhood (NTA),Manhattan, Turtle Bay-East Midtown,6119,Crowding (> 1 person/room),863,3,,
2013-17,Neighborhood (NTA),Bronx, University Heights-Morris Heights,536,Crowding (> 1 person/room),"2,668",13.9,,
2013-17,Neighborhood (NTA),Manhattan, Upper East Side-Carnegie Hill,6140,Crowding (> 1 person/room),576,2,,
2013-17,Neighborhood (NTA),Manhattan, Upper West Side,6112,Crowding (> 1 person/room),"1,714",2.6,,
2013-17,Neighborhood (NTA),Bronx, Van Cortlandt Village,528,Crowding (> 1 person/room),"2,786",15.6,,
2013-17,Neighborhood (NTA),Bronx, Van Nest-Morris Park-Westchester Square,537,Crowding (> 1 person/room),"1,169",13.9,,
2013-17,Neighborhood (NTA),Manhattan, Washington Heights North,6135,Crowding (> 1 person/room),"2,913",11.2,,
2013-17,Neighborhood (NTA),Manhattan, Washington Heights South,6136,Crowding (> 1 person/room),"3,957",13.1,,
2013-17,Neighborhood (NTA),Brooklyn, West Brighton,4723,Crowding (> 1 person/room),400,4.8,,
2013-17,Neighborhood (NTA),Bronx, West Concourse,563,Crowding (> 1 person/room),"2,258",17.1,,
2013-17,Neighborhood (NTA),Bronx, West Farms-Bronx River,508,Crowding (> 1 person/room),"1,452",12.2,,
2013-17,Neighborhood (NTA),Staten Island, West New Brighton-New Brighton-St. George,8522,Crowding (> 1 person/room),896,7.4,,
2013-17,Neighborhood (NTA),Manhattan, West Village,6123,Crowding (> 1 person/room),"1,251",3.4,,
2013-17,Neighborhood (NTA),Bronx, Westchester-Unionport,559,Crowding (> 1 person/room),"1,011",11,,
2013-17,Neighborhood (NTA),Staten Island, Westerleigh,8507,Crowding (> 1 person/room),222,2.5,,
2013-17,Neighborhood (NTA),Queens, Whitestone,8149,Crowding (> 1 person/room),361,3.2,,
2013-17,Neighborhood (NTA),Bronx, Williamsbridge-Olinville,544,Crowding (> 1 person/room),"2,156",9.9,,
2013-17,Neighborhood (NTA),Brooklyn, Williamsburg,4772,Crowding (> 1 person/room),"2,242",26.9,,
2013-17,Neighborhood (NTA),Brooklyn, Windsor Terrace,4740,Crowding (> 1 person/room),371,4,,
2013-17,Neighborhood (NTA),Queens, Woodhaven,8153,Crowding (> 1 person/room),"1,440",8.4,,
2013-17,Neighborhood (NTA),Bronx, Woodlawn-Wakefield,562,Crowding (> 1 person/room),998,6.7,,
2013-17,Neighborhood (NTA),Queens, Woodside,8163,Crowding (> 1 person/room),"2,510",15.8,,
2013-17,Neighborhood (NTA),Manhattan, Yorkville,6132,Crowding (> 1 person/room),"1,644",3.8,,
